old_url,source_sitemap,sitemap_lastmod,old_http_status,old_title,old_h1,current_route_state,existing_redirect,recommendation,recommended_target,reason,owner_check
https://odintsovclinic.ru/doctors/busko,sitemap.xml,2026-09-07T19:09:18+00:00,200,Бусько Екатерина Александровна - запись на прием в клинику Одинцова,БУСЬКО / ЕКАТЕРИНА АЛЕКСАНДРОВНА,MISSING,,OWNER_DECISION,,"Профиль онколог/УЗД есть в старом sitemap, но врача нет среди девяти текущих профилей.",Если врач продолжает приём — восстановить профиль и фактическую запись; если сотрудничество завершено — 410. Не перенаправлять именной запрос на общий список врачей.
https://odintsovclinic.ru/doctors/prikhodko,sitemap.xml,2026-09-07T19:09:18+00:00,200,Приходько Кирилл Андреевич - запись на прием в клинику Одинцова,ПРИХОДЬКО / КИРИЛЛ АНДРЕЕВИЧ,CURRENT_200,,KEEP_200,/doctors/prikhodko,Тот же публичный маршрут существует в новом Astro-сайте.,"Перед cutover проверить финальный контент, canonical и 200."
https://odintsovclinic.ru/doctors/lipina,sitemap.xml,2026-09-07T19:09:18+00:00,200,Липина Валерия Александровна - запись на прием в клинику Одинцова,ЛИПИНА / ВАЛЕРИЯ АЛЕКСАНДРОВНА,MISSING,,OWNER_DECISION,,"Профиль онколог-маммолог/УЗД есть в старом sitemap, но врача нет среди девяти текущих профилей.",Если врач продолжает приём — восстановить профиль и фактическую запись; если сотрудничество завершено — 410. Не перенаправлять именной запрос на общий список врачей.
https://odintsovclinic.ru/doctors/macuchov,sitemap.xml,2026-09-07T19:09:18+00:00,200,Мацухов Алим Суфьянович - запись на прием в клинику Одинцова,МАЦУХОВ / АЛИМ СУФЬЯНОВИЧ,CURRENT_200,,KEEP_200,/doctors/macuchov,Тот же публичный маршрут существует в новом Astro-сайте.,"Перед cutover проверить финальный контент, canonical и 200."
https://odintsovclinic.ru/doctors/skurihin,sitemap.xml,2026-09-07T19:09:18+00:00,200,Скурихин Семён Сергеевич - запись на прием в клинику Одинцова,скурихин / семён сергеевич,CURRENT_200,,KEEP_200,/doctors/skurihin,Тот же публичный маршрут существует в новом Astro-сайте.,"Перед cutover проверить финальный контент, canonical и 200."
https://odintsovclinic.ru/doctors/egorova,sitemap.xml,2026-09-07T19:09:18+00:00,200,Егорова Анастасия Александровна - запись на прием в клинику Одинцова,ЕГОРОВА / АНАСТАСИЯ АЛЕКСАНДРОВНА,CURRENT_200,,KEEP_200,/doctors/egorova,Тот же публичный маршрут существует в новом Astro-сайте.,"Перед cutover проверить финальный контент, canonical и 200."
https://odintsovclinic.ru/doctors/vlasenko,sitemap.xml,2026-09-07T19:09:18+00:00,200,Власенко Ольга Сергеевна - запись на прием в клинику Одинцова,власенко / ольга сергеевна,CURRENT_200,,KEEP_200,/doctors/vlasenko,Тот же публичный маршрут существует в новом Astro-сайте.,"Перед cutover проверить финальный контент, canonical и 200."
https://odintsovclinic.ru/doctors/zaharova,sitemap.xml,2026-09-07T19:09:19+00:00,200,Захарова Татьяна Николаевна - запись на прием в клинику Одинцова,ЗАХАРОВА / ТАТЬЯНА НИКОЛАЕВНА,CURRENT_200,,KEEP_200,/doctors/zaharova,Тот же публичный маршрут существует в новом Astro-сайте.,"Перед cutover проверить финальный контент, canonical и 200."
https://odintsovclinic.ru/doctors/yakhontova,sitemap.xml,2026-09-07T19:09:19+00:00,200,Яхонтова Василиса Евгеньевна - запись на прием в клинику Одинцова,яхонтова / василиса евгеньевна,REDIRECT_CONFIGURED,/doctors,OWNER_DECISION,,"Профиль невролог есть в старом sitemap, но врача нет среди девяти текущих профилей.",Если врач продолжает приём — восстановить профиль и фактическую запись; если сотрудничество завершено — 410. Не перенаправлять именной запрос на общий список врачей.
https://odintsovclinic.ru/doctors/nevzorova,sitemap.xml,2026-09-07T19:09:19+00:00,200,Невзорова Елене Александровна - запись на прием в клинику Одинцова,невзорова / елена александровна,CURRENT_200,,KEEP_200,/doctors/nevzorova,Тот же публичный маршрут существует в новом Astro-сайте.,"Перед cutover проверить финальный контент, canonical и 200."
https://odintsovclinic.ru/doctors/ignateva,sitemap.xml,2026-09-07T19:09:19+00:00,200,Игнатьева Полина Анатольевна - запись на прием в клинику Одинцова,игнатьева / полина анатольевна,MISSING,,OWNER_DECISION,,"Профиль эндокринолог/терапевт/УЗД есть в старом sitemap, но врача нет среди девяти текущих профилей.",Если врач продолжает приём — восстановить профиль и фактическую запись; если сотрудничество завершено — 410. Не перенаправлять именной запрос на общий список врачей.
https://odintsovclinic.ru/doctors/kalinina,sitemap.xml,2026-09-07T19:09:19+00:00,200,Калинина Ирина Аркадьевна - запись на прием в клинику Одинцова,калинина / ирина Аркадьевна,CURRENT_200,,KEEP_200,/doctors/kalinina,Тот же публичный маршрут существует в новом Astro-сайте.,"Перед cutover проверить финальный контент, canonical и 200."
https://odintsovclinic.ru/doctors/strebkov,sitemap.xml,2026-09-07T19:09:19+00:00,200,Стребков Владимир Викторович - запись на прием в клинику Одинцова,стребков / владимир викторович,REDIRECT_CONFIGURED,/doctors,OWNER_DECISION,,"Профиль уролог-онколог/андролог/УЗД есть в старом sitemap, но врача нет среди девяти текущих профилей.",Если врач продолжает приём — восстановить профиль и фактическую запись; если сотрудничество завершено — 410. Не перенаправлять именной запрос на общий список врачей.
https://odintsovclinic.ru/fibroadenoma,sitemap.xml,2026-09-07T19:09:19+00:00,200,Фиброаденома. Частые вопросы,ФИБРОАДЕНОМА. ЧАСТЫЕ ВОПРОСЫ,CURRENT_200,,KEEP_200,/fibroadenoma,Тот же публичный маршрут существует в новом Astro-сайте.,"Перед cutover проверить финальный контент, canonical и 200."
https://odintsovclinic.ru/vab,sitemap.xml,2026-09-07T19:09:19+00:00,200,Вакуумная аспирационная биопсия,Вакуумная / аспирационная / БИОПСИЯ,CURRENT_200,,KEEP_200,/vab,Тот же публичный маршрут существует в новом Astro-сайте.,"Перед cutover проверить финальный контент, canonical и 200."
https://odintsovclinic.ru/bc,sitemap.xml,2026-09-07T19:09:19+00:00,200,Ранняя диагностика рака груди,Ранняя диагностика рака груди,REDIRECT_CONFIGURED,/blog/rannyaya-diagnostika-raka-grudi,KEEP_REDIRECT,/blog/rannyaya-diagnostika-raka-grudi,Есть статья с тем же заголовком и информационным интентом.,
https://odintsovclinic.ru/ozonecyst,sitemap.xml,2026-09-07T19:09:19+00:00,200,"Киста молочной железы: причины, симптомы, лечение","Киста молочной железы: причины, симптомы, лечение",REDIRECT_CONFIGURED,/kista-molochnoy-zhelezy,KEEP_REDIRECT,/kista-molochnoy-zhelezy,"Основной старый title/H1 и содержание посвящены кисте, пункции, склерозированию и ВАБ; новая страница состояния соответствует этому интенту.","Для /ozonecyst не переносить формулировку про озонотерапию; на новой странице и в прайсе подтверждено склерозирование, а не озонотерапия."
https://odintsovclinic.ru/esm,sitemap.xml,2026-09-07T19:09:20+00:00,200,Эрозия шейки матки.,Эрозия шейки матки. Мифы и правда.,REDIRECT_CONFIGURED,/blog/eroziya-sheyki-matki,KEEP_REDIRECT,/blog/eroziya-sheyki-matki,Старая страница — информационный материал «мифы и правда»; новая статья отвечает тому же интенту.,
https://odintsovclinic.ru/breastfeeding-rules,sitemap.xml,2026-09-07T19:09:20+00:00,200,15 правил грудного вскармливания,15 правил грудного вскармливания / (на основании рекомендаций ВОЗ-ЮНИСЕФ),REDIRECT_CONFIGURED,/blog/15-pravil-grudnogo-vskarmlivaniya,KEEP_REDIRECT,/blog/15-pravil-grudnogo-vskarmlivaniya,Есть статья с тем же материалом о грудном вскармливании.,
https://odintsovclinic.ru/cyst,sitemap.xml,2026-09-07T19:09:20+00:00,200,Мыльная опера о кистозной мастопатии,Мыльная опера о кистозной мастопатии,REDIRECT_CONFIGURED,/blog/mylnaya-opera-o-kistoznoy-mastopatii,KEEP_REDIRECT,/blog/mylnaya-opera-o-kistoznoy-mastopatii,Есть статья с тем же заголовком и информационным интентом.,
https://odintsovclinic.ru/terios,sitemap.xml,2026-09-07T19:09:20+00:00,200,Симптомы ГИПОтиреоза и ГИПЕРтиреоза,Симптомы ГИПОтиреоза и ГИПЕРтиреоза,REDIRECT_CONFIGURED,/blog/gipotireoz-simptomy-lechenie,KEEP_REDIRECT,/blog/gipotireoz-simptomy-lechenie,Есть статья о симптомах гипо- и гипертиреоза с тем же интентом.,
https://odintsovclinic.ru/patients,sitemap.xml,2026-09-07T19:09:20+00:00,200,Полезная информация для пациентов,,REDIRECT_CONFIGURED,/blog,KEEP_REDIRECT,/blog,Старая страница была каталогом полезных материалов; новый каталог — блог.,
https://odintsovclinic.ru/patients/taxform,sitemap.xml,2026-09-07T19:09:20+00:00,200,Форма для получения налогового вычета,,REDIRECT_CONFIGURED,/tax-form,KEEP_REDIRECT,/tax-form,Сохранена форма справки для налогового вычета.,
https://odintsovclinic.ru/news/170328,sitemap.xml,2023-08-12T19:51:31+00:00,200,График работы в праздничные дни,,REDIRECT_CONFIGURED,/contacts,KEEP_REDIRECT,/contacts,Устаревшая новость сообщала праздничные часы; на странице контактов находятся актуальные часы.,
https://odintsovclinic.ru/job,sitemap.xml,2024-11-29T14:04:18+00:00,200,Вакансии,,REDIRECT_CONFIGURED,/about,OWNER_DECISION,,"На /about нет вакансий, поэтому текущий redirect не сохраняет интент.",Если найм продолжается — восстановить страницу вакансий; иначе 410.
https://odintsovclinic.ru/doctors/ovchinnicova,sitemap.xml,2023-10-18T08:50:52+00:00,200,Овчинникова Наталья Михайловна - запись на прием в клинику Одинцова,ОВЧИННИКОВА / НАТАЛЬЯ МИХАЙЛОВНА,REDIRECT_CONFIGURED,/doctors,OWNER_DECISION,,"Профиль хирург-проктолог есть в старом sitemap, но врача нет среди девяти текущих профилей.",Если врач продолжает приём — восстановить профиль и фактическую запись; если сотрудничество завершено — 410. Не перенаправлять именной запрос на общий список врачей.
https://odintsovclinic.ru/exams/fnbiopsy,sitemap.xml,2026-09-07T19:09:20+00:00,200,Тонкоигольная пункционная биопсия молочных желёз,Тонкоигольная пункционная биопсия молочных желёз под контролем УЗИ,REDIRECT_CONFIGURED,/blog/tonkoigolnaya-punktsionnaya-biopsiya,KEEP_REDIRECT,/blog/tonkoigolnaya-punktsionnaya-biopsiya,Есть материал о тонкоигольной пункционной биопсии; он ведёт к маммологии.,
https://odintsovclinic.ru/exams/priem-ginekolog-endokrinolog,sitemap.xml,2026-09-07T19:09:21+00:00,200,Прием у гинеколога-эндокринолога в Санкт-Петербурге: запись и цены в клинике Одинцова,Приём у гинеколога-эндокринолога в СПб,REDIRECT_CONFIGURED,/gynecology,KEEP_REDIRECT,/gynecology,В текущих профилях подтверждены гинекологи-эндокринологи; хаб содержит запись.,
https://odintsovclinic.ru/exams/pervichny-priem-proctolog,sitemap.xml,2026-09-07T19:09:21+00:00,200,Первичный приём проктолога в Санкт-Петербурге: запись и цены в клинике Одинцова,Первичный приём проктолога,MISSING,,OWNER_DECISION,,Старый URL описывает первичный приём проктолога; на новом сайте нет соответствующего маршрута и врача.,Нерелевантный redirect на главную удалён; отсутствующий маршрут возвращает 404 без утверждения о прекращении услуги. До переноса подтвердить доступность: действующая услуга требует точной страницы и врача; 410 — только после подтверждения окончательного снятия.
https://odintsovclinic.ru/exams/diagnostika-proctolog,sitemap.xml,2026-09-07T19:09:21+00:00,200,Аноскопия и ректороманоскопия в Санкт-Петербурге: запись и цены в клинике Одинцова,Инструментальная диагностика прямой кишки: / аноскопия и ректороманоскопия,MISSING,,OWNER_DECISION,,Старый URL описывает аноскопия и ректороманоскопия; на новом сайте нет соответствующего маршрута и врача.,Нерелевантный redirect на главную удалён; отсутствующий маршрут возвращает 404 без утверждения о прекращении услуги. До переноса подтвердить доступность: действующая услуга требует точной страницы и врача; 410 — только после подтверждения окончательного снятия.
https://odintsovclinic.ru/exams/polipectomia,sitemap.xml,2026-09-07T19:09:21+00:00,200,Полипэктомия в Санкт-Петербурге: запись и цены в клинике Одинцова,Полипэктомия,MISSING,,OWNER_DECISION,,Старый URL описывает кишечная/анальная полипэктомия; на новом сайте нет соответствующего маршрута и врача.,Нерелевантный redirect на главную удалён; отсутствующий маршрут возвращает 404 без утверждения о прекращении услуги. До переноса подтвердить доступность: действующая услуга требует точной страницы и врача; 410 — только после подтверждения окончательного снятия.
https://odintsovclinic.ru/exams/priem-proctolog,sitemap.xml,2026-09-07T19:09:21+00:00,200,Приём проктолога в Санкт-Петербурге: запись и цены в клинике Одинцова,Приём проктолога в Санкт-Петербурге,MISSING,,OWNER_DECISION,,Старый URL описывает приём проктолога; на новом сайте нет соответствующего маршрута и врача.,Нерелевантный redirect на главную удалён; отсутствующий маршрут возвращает 404 без утверждения о прекращении услуги. До переноса подтвердить доступность: действующая услуга требует точной страницы и врача; 410 — только после подтверждения окончательного снятия.
https://odintsovclinic.ru/exams/pervichny-priem-urolog,sitemap.xml,2026-09-07T19:09:21+00:00,200,Первичный приём уролога в Санкт-Петербурге: запись и цены в клинике Одинцова,Первичный приём уролога,MISSING,,OWNER_DECISION,,Старый URL описывает первичный приём уролога; на новом сайте нет соответствующего маршрута и врача.,Нерелевантный redirect на главную удалён; отсутствующий маршрут возвращает 404 без утверждения о прекращении услуги. До переноса подтвердить доступность: действующая услуга требует точной страницы и врача; 410 — только после подтверждения окончательного снятия.
https://odintsovclinic.ru/exam/pervichny-priem-gynecolog,sitemap.xml,2026-09-07T19:09:22+00:00,200,Первичный приём гинеколога в Санкт-Петербурге: запись и цены в клинике Одинцова,Первичный приём гинеколога / ваши доктора,REDIRECT_CONFIGURED,/gynecology,KEEP_REDIRECT,/gynecology,"Новый хаб содержит состав приёма, врачей, цены и запись.",
https://odintsovclinic.ru/exam/pervichny-priem-endocrinolog,sitemap.xml,2026-09-07T19:09:22+00:00,200,Первичный приём эндокринолога в Санкт-Петербурге: запись и цены в клинике Одинцова,Первичный приём эндокринолога,REDIRECT_CONFIGURED,/endocrinology,KEEP_REDIRECT,/endocrinology,"Новый хаб содержит первичный приём, врача, цены и запись.",
https://odintsovclinic.ru/action,sitemap.xml,2026-09-07T19:09:22+00:00,200,Акции Клиники Одинцова.,Акции Клиники Одинцова,REDIRECT_CONFIGURED,/prices,OWNER_DECISION,/prices,Старая страница смешивала временный пакет УЗИ и бесплатное второе мнение; один новый URL не эквивалентен обоим предложениям.,Если акции завершены — 410; действующее второе мнение уже имеет /second-opinion; активную акцию нужно переносить отдельно.
https://odintsovclinic.ru/opinion2,sitemap.xml,2026-09-07T19:09:22+00:00,200,Бесплатное второе мнение онколога-маммолога,БЕСПЛАТНОЕ ВТОРОЕ МНЕНИЕ,REDIRECT_CONFIGURED,/second-opinion,KEEP_REDIRECT,/second-opinion,Сохранён отдельный маршрут второго мнения с тем же интентом.,
https://odintsovclinic.ru/doc,sitemap.xml,2026-09-07T19:09:22+00:00,200,Документы,,REDIRECT_CONFIGURED,/licenses,KEEP_REDIRECT,/licenses,Сохранён отдельный маршрут лицензий и документов.,
https://odintsovclinic.ru/contacts,sitemap.xml,2026-09-07T19:09:22+00:00,200,Контакты,,CURRENT_200,,KEEP_200,/contacts,Тот же публичный маршрут существует в новом Astro-сайте.,"Перед cutover проверить финальный контент, canonical и 200."
https://odintsovclinic.ru/otzyv,sitemap.xml,2026-09-07T19:09:22+00:00,200,Отзывы,отзывы о нашей клинике,REDIRECT_CONFIGURED,/about,OWNER_DECISION,,"На /about нет самостоятельного блока старых отзывов, поэтому текущий redirect не сохраняет интент.",Подтвердить право и желание переносить подлинные отзывы; иначе 410.
https://odintsovclinic.ru/mission,sitemap.xml,2026-09-07T19:09:22+00:00,200,Наша миссия,,REDIRECT_CONFIGURED,/about,KEEP_REDIRECT,/about,На новой странице о клинике есть отдельный раздел миссии.,
https://odintsovclinic.ru/rukovodsktvo,sitemap.xml,2026-09-07T19:09:22+00:00,200,Руководство Клиники Одинцова,руководство клиники,REDIRECT_CONFIGURED,/about,KEEP_REDIRECT,/about,На новой странице о клинике есть отдельный раздел руководства.,
https://odintsovclinic.ru/tproduct/1-993037855171-apples,sitemap-store.xml,2023-10-18T12:37:39+03:00,200,Apples,Apples,MISSING,,GONE_410,,"Тестовый товар Tilda на английском, не медицинская страница и не часть нового сайта.",Удалить из sitemap-store.xml/магазина Tilda и вернуть 410 после cutover.
https://odintsovclinic.ru/tproduct/1-254031616341-pears,sitemap-store.xml,2023-10-18T12:37:39+03:00,200,Pears,Pears,MISSING,,GONE_410,,"Тестовый товар Tilda на английском, не медицинская страница и не часть нового сайта.",Удалить из sitemap-store.xml/магазина Tilda и вернуть 410 после cutover.
https://odintsovclinic.ru/tproduct/1-621235402441-bananas,sitemap-store.xml,2023-10-18T12:37:39+03:00,200,Bananas,Bananas,MISSING,,GONE_410,,"Тестовый товар Tilda на английском, не медицинская страница и не часть нового сайта.",Удалить из sitemap-store.xml/магазина Tilda и вернуть 410 после cutover.
